"## START OF USER TABLE ##"
search_term,id,previous_kases,start_kases,case_id,lien_filed,special_instructions,case_description,injury_number,uuid,case_number,file_number,cpointer,source,adj_number,rating,injury_type,sub_in,main_injury_type,case_date,terminated_date,case_type,medical,td,rehab,edd,claims,venue_uuid,venue,venue_street,venue_suite,venue_city,venue_zip,venue_abbr,case_status,case_substatus,case_subsubstatus,submittedon,supervising_attorney,attorney,supervising_attorney_name,supervising_attorney_full_name,worker,interpreter_needed,case_language,applicant_id,applicant_uuid,applicant_salutation,first_name,last_name,full_name,language,dob,app_dob,ssn,applicant_email,applicant_phone,applicant_full_address,employer_id,employer_uuid,employer,employer_full_address,employer_suite,defendant_id,defendant_uuid,defendant,defendant_full_address,plaintiff_id,plaintiff_uuid,plaintiff,plaintiff_full_address,start_date,statute_limitation,end_date,ct_dates_note,occupation,name,case_name,attorney_id,user_id,attorney_name,attorney_full_name,worker_name,worker_full_name,lien_id,settlement_id,fee_id,referring_id,referring_uuid,referring,referring_full_address,referring_search,jetfile_id,personal_injury_date,closed_date
,6391,-1,1201,6696,N,,,1,KS5735ef55f14b4,WC1223,,WC1223,,,,dogbite,N,,05/13/16,00/00/00,WCAB,Kaiser,25000.00,0,0,,KS538cb25860824,Riverside,"3737 Main Street ","Suite 300",Riverside,92501,RIV,Open,"Awaiting WCIRB Verification",,"2016-05-13 08:14:29",3,3,TS,"Thomas Smith",6,N,English,,,,,,,,,,,,,,-1,,,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,,,3,6,TS,"Thomas Smith",merc,"Mercedes Uribe",-1,-1,-1,-1,,,,,-1,,
,6438,-1,1201,6742,N,,,1,KS576458a2713a5,WC1226,,WC1226,,,,,N,,06/17/16,00/00/00,WCAB,,,,,,KS538cb2585f279,Fresno,"2550 Mariposa Mall  ","Suite 4078",Fresno,93721,FRE,Open,,,"2016-06-17 13:08:02",2,,NG,"Nick Giszpenc",3,N,,,,,,,,,,,,,,,-1,,,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,,,,3,,,TS,"Thomas Smith",-1,-1,-1,-1,,,,,-1,,
,6459,-1,1201,6762,N,,,1,KS5780f9e377724,WC1227,,WC1227,,,,carpass,N,,07/09/16,00/00/00,"Personal Injury",,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Open,,,"2016-07-09 06:19:31",2,,NG,"Nick Giszpenc",3,N,,,,,,,,,,,,,,,-1,,,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,,,,3,,,TS,"Thomas Smith",-1,-1,-1,-1,,,,,-1,,
,6499,-1,1201,6805,N,,,1,KS578fdf3433637,,PI1257,PI1257,,,,general|plaintiff,N,,07/20/16,00/00/00,employment_law,,,,,,,,,,,,,Open,,,"2016-07-20 13:29:40",,,,,,N,,,,,,,,,,,,,,,-1,,,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,,,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6506,-1,1201,6812,N,,,1,KS579149499597f,,"NICK TEST",,,,,,N,,07/21/16,00/00/00,WCAB,,,,,,KS538cb2585ec51,Anaheim,"1065 N. PacifiCenter Dr.",,Anaheim,92806,AHM,Open,,,"2016-07-21 15:14:33",,,,,,N,,,,,,,,,,,,,,,-1,,,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,,,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6574,-1,1201,6875,N,,,1,KS5810ff001140e,,PI1267,PI1267,,,,carpass|plaintiff,N,,10/26/16,00/00/00,NewPI,,,,,,,,,,,,,Open,,,"2016-10-26 12:07:44",,,,,,Y,Spanish,,,,,,,,,,,,,,-1,,,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,,,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6643,-1,1201,6934,N,,,1,KS5845d8dcacc31,,WC1268,,,,,,N,,12/05/16,00/00/00,WCAB,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Open,,,"2016-12-05 13:15:08",,,,,,N,,,,,,,,,,,,,,,-1,,,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,,,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6659,-1,1201,6945,N,,,1,KS58937d0884479,,PI1271,PI1271,,,,general|plaintiff,N,,02/02/17,00/00/00,employment_law,,,,,,,,,,,,,Open,,,"2017-02-02 10:40:08",,,,,,N,,,,,,,,,,,,,,,-1,,,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,,,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6660,-1,1201,6946,N,,,1,KS5893801e8ddf4,,PI1271,PI1271,,,,general|plaintiff,N,,02/02/17,00/00/00,employment_law,,,,,,,,,,,,,Open,,,"2017-02-02 10:53:18",,,,,,N,,,,,,,,,,,,,,,-1,,,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,,,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6661,-1,1201,6947,N,,,1,KS58938ad95c54c,,PI1273,PI1273,,,,general|plaintiff,N,,02/02/17,00/00/00,employment_law,,,,,,,,,,,,,Open,,,"2017-02-02 11:39:05",,,,,,N,,,,,,,,,,,,,,,-1,,,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,,,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6675,-1,1201,6960,N,,,1,KS58b0b7ba1776d,,SS1281,SS1281,,,,disability|applicant,N,,02/24/17,00/00/00,social_security,,,,,,,,,,,,,Open,,,"2017-02-24 14:46:18",,,,,,N,,,,,,,,,,,,,,,-1,,,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,,,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6688,-1,1201,6973,N,,,1,KS58f64e5c56c62,,WC1285,,,,,,N,,04/18/17,00/00/00,WCAB,,,,,,,,,,,,,Open,,,"2017-04-18 10:35:24",,,,,,N,,,,,,,,,,,,,,,-1,,,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,,,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6514,-1,1201,6821,N,,,1,KS57a5133e088c7,WC1263,,0,,ADJ8806648,,,N,,08/05/16,00/00/00,WCAB,,,,,,KS538cb2585ec51,Anaheim,"1065 N. PacifiCenter Dr.",,Anaheim,92806,AHM,open,,,"2016-08-05 00:00:00",,,,,,N,,9696,KA57a5133e1fd06,,ALEEM,UDDIN,"ALEEM UDDIN",,09/02/68,1968-09-02,,,,"ANAHEIM, CA 92808",55329,KP57a5133e37a1d,HARTE-HANKS,"2830 ORBITER   BREA CA 92821",,-1,,,,-1,,,,06/05/09,06/22/17,06/22/12,,"Securities and Commodities Traders","ALEEM UDDIN vs HARTE-HANKS - 06/05/09","ALEEM UDDIN vs HARTE-HANKS",,,,,,,-1,-1,-1,-1,,,,,6,,
,3496,-1,1201,3443,N,"Send all Subpoena Request to Matrix","{""suit"":"""",""jurisdiction"":"""",""case_note"":""""}",1,KS551c2e9726cc8,WC1125,WC1125,0,,Unassigned,,,N,,04/01/15,00/00/00,WCAB,NG,NG,NG,NG,,KS538cb2585ec51,Anaheim,"1065 N. PacifiCenter Dr.",,Anaheim,92806,AHM,,,,"2015-04-01 00:00:00",TS,MERC,,,NG,N,,4827,KA551c2e972fab0,,"ALEX DENG XIANG",CHEN,"ALEX DENG XIANG CHEN",,,,,,,"HACIENDA HEIGHTS, CA 91745",21297,KP551c2e973aedf,"DREAM WIRELESS INC","20625 LYCOMING ST   DIAMOND BAR CA 91789",,-1,,,,-1,,,,06/06/06,06/06/11,00/00/00,,Bakers,"ALEX DENG XIANG CHEN vs DREAM WIRELESS INC - 06/06/06","ALEX DENG XIANG CHEN vs DREAM WIRELESS INC",,,,,,,-1,-1,-1,-1,,,,,-1,,
,2985,-1,1201,3052,N,,,1,KS54b04f6b0e1b6,WC1063,,0,,Unassigned,,,N,,01/09/15,00/00/00,WCAB,1,1,1,1,3P~Y,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-01-09 14:00:11",,2,,,1,N,,4131,KS54b05bc7cca11,Mr,Angel,,"Angel Kontra",,11/23/89,1989-11-23,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",8171,KS54b05bea55764,"Canary Island Tats",,,-1,,,,-1,,,,02/03/13,02/03/18,00/00/00,,"Farm Labor Contractors","Angel  vs Canary Island Tats - 02/03/13",,2,1,NG,"Nick Giszpenc",av,"Angel Valero",-1,-1,-1,-1,,,,,-1,,
,2986,-1,1201,3053,N,,,1,KS54b050f26caf7,WC1064,,0,,ADJ09242015,,,N,,01/09/15,00/00/00,WCAB,,,,,,KS538cb2585fe3d,Oxnard,"1901 N. Rice Ave.","Suite 200",Oxnard,93030,OXN,Active,,,"2015-01-09 14:06:42",,2,,,1,N,,4132,KS54b05e6e6cf2b,Mr,Angel,Garica,"Angel M. Garica",,11/23/89,1989-11-23,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",8172,KS54b05e7f497b6,"State Comp Insurance",,,-1,,,,-1,,,,09/17/14,09/17/19,00/00/00,,,"Angel Garica vs State Comp Insurance - 09/17/14",,2,1,NG,"Nick Giszpenc",av,"Angel Valero",-1,-1,-1,-1,,,,,-1,,
,2987,-1,1201,3054,N,,,1,KS54b051e42bdae,WC1063,,0,,,,,N,,01/09/15,00/00/00,WCAB,,,,,,KS538cb2585f04d,"Eureka ","100 ""H"" Street ","Suite 202 ","Eureka ",95501,EUR,Active,,,"2015-01-09 14:10:44",,11,,,1,N,,4133,KS54b0602b96a15,Mr,Angel,,"Angel ",,,11/23/1989,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",8173,KS54b0603952c29,"State Comp Insurance",,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs State Comp Insurance - 00/00/00",,11,1,DS,"Daniel  Solver",av,"Angel Valero",-1,-1,-1,-1,,,,,-1,,
,2991,-1,1201,3058,N,,,1,KS54b0614401611,WC1068,,0,,ADJ25467,,,N,,01/09/15,00/00/00,WCAB,,,,,,KS538cb2585f04d,"Eureka ","100 ""H"" Street ","Suite 202 ","Eureka ",95501,EUR,Active,,,"2015-01-09 15:16:19",,,,,,N,,4134,KS54b0615ac1688,Mr,Angel,,"Angel ",,,11/23/1989,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",8176,KS54b06166ce27e,"State Comp Insurance",,,-1,,,,-1,,,,09/09/71,09/09/76,00/00/00,,"Information Security Analysts","Angel  vs State Comp Insurance - 09/09/71",,,,,,,,-1,-1,-1,-1,,,,,-1,,
,4384,-1,1201,4462,N,,,1,KS555e1c7959c37,,WC1150,0,,,,,N,,05/21/15,00/00/00,WCAB,,,,,,KS538cb2585f555,"Long Beach","300 Oceangate Street","Suite 200","Long Beach",90802,LBO,,,,"2015-05-21 00:00:00",,,,,,N,,7142,KS5568bd4051713,,angel,valeros,angel,,03/03/93,1993-03-03,123566789,,,,32271,KP555e1c7980558,"PASADENA UNIFIED SCHOOL DISTRICT","351 S HUDSON AVE   PASADENA CA 91101",,-1,,,,-1,,,,03/03/03,05/05/10,05/05/05,,"Construction Laborers","angel valeros vs PASADENA UNIFIED SCHOOL DISTRICT - 03/03/03","CY ESTABROOK vs PASADENA UNIFIED SCHOOL DISTRICT",,,,,,,-1,-1,-1,-1,,,,,2,,
,4665,-1,1201,4787,N,,,1,KS5567731dd569b,WC1152,,0,,,,,N,,05/28/15,00/00/00,"Personal Injury",TS,TS,TS,TS,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,"Fees Paid",MSC,"2015-05-28 12:57:17",,8,,,TS,N,,7076,KS55678ec530fa3,Mr,Angel,,"Angel ",,,11/23/1989,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs  - 00/00/00","Terry vs Mary",8,,av,"arturo valero",,,-1,-1,-1,-1,,,,,-1,,
,4672,-1,1201,4799,N,,,1,KS55678a082d435,WC1153,,0,,,,,N,,05/28/15,00/00/00,"Personal Injury",,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-05-28 14:35:04",1,8,av,"Angel Valero",2,N,,7073,KS55678e6c33a27,Mr,Angel,,"Angel ",,,11/23/1989,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs  - 00/00/00",,8,2,av,"arturo valero",NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,-1,,
,4673,-1,1201,4800,N,,,1,KS55678a659b9f8,WC1154,,0,,,,,N,,05/28/15,00/00/00,"Personal Injury",,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-05-28 14:36:37",1,8,av,"Angel Valero",2,N,,7072,KS55678a754f60e,Mr,Angel,,"Angel ",,11/23/89,1989-11-23,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,36969,KS5568c03bca2d2,ovoxo,"12000 Paxton St, Los Angeles, CA 91342",-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs  - 00/00/00",,8,2,av,"arturo valero",NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,-1,,
,4673,-1,1201,4800,N,,,1,KS55678a659b9f8,WC1154,,0,,,,,N,,05/28/15,00/00/00,"Personal Injury",,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-05-28 14:36:37",1,8,av,"Angel Valero",2,N,,7072,KS55678a754f60e,Mr,Angel,,"Angel ",,11/23/89,1989-11-23,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,36970,KS5568c64fcc581,ovoxo,"12000 Paxton St, Los Angeles, CA 91342",-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs  - 00/00/00",,8,2,av,"arturo valero",NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,-1,,
,4673,-1,1201,4800,N,,,1,KS55678a659b9f8,WC1154,,0,,,,,N,,05/28/15,00/00/00,"Personal Injury",,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-05-28 14:36:37",1,8,av,"Angel Valero",2,N,,7072,KS55678a754f60e,Mr,Angel,,"Angel ",,11/23/89,1989-11-23,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,36971,KS5568cf271e795,ovoxo,"12000 Paxton St, Los Angeles, CA 91342",-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs  - 00/00/00",,8,2,av,"arturo valero",NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,-1,,
,4673,-1,1201,4800,N,,,1,KS55678a659b9f8,WC1154,,0,,,,,N,,05/28/15,00/00/00,"Personal Injury",,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-05-28 14:36:37",1,8,av,"Angel Valero",2,N,,7072,KS55678a754f60e,Mr,Angel,,"Angel ",,11/23/89,1989-11-23,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,36972,KS5568d07099498,ovoxo,"12000 Paxton St, Los Angeles, CA 91342",-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs  - 00/00/00",,8,2,av,"arturo valero",NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,-1,,
,4673,-1,1201,4800,N,,,1,KS55678a659b9f8,WC1154,,0,,,,,N,,05/28/15,00/00/00,"Personal Injury",,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-05-28 14:36:37",1,8,av,"Angel Valero",2,N,,7072,KS55678a754f60e,Mr,Angel,,"Angel ",,11/23/89,1989-11-23,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,36973,KS5568d22f0e348,ovoxo,"12000 Paxton St, Los Angeles, CA 91342",-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs  - 00/00/00",,8,2,av,"arturo valero",NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,-1,,
,4673,-1,1201,4800,N,,,1,KS55678a659b9f8,WC1154,,0,,,,,N,,05/28/15,00/00/00,"Personal Injury",,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-05-28 14:36:37",1,8,av,"Angel Valero",2,N,,7072,KS55678a754f60e,Mr,Angel,,"Angel ",,11/23/89,1989-11-23,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,36974,KS5568d24da94d3,ovoxo,"12000 Paxton St, Los Angeles, CA 91342",-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs  - 00/00/00",,8,2,av,"arturo valero",NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,-1,,
,4673,-1,1201,4800,N,,,1,KS55678a659b9f8,WC1154,,0,,,,,N,,05/28/15,00/00/00,"Personal Injury",,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-05-28 14:36:37",1,8,av,"Angel Valero",2,N,,7072,KS55678a754f60e,Mr,Angel,,"Angel ",,11/23/89,1989-11-23,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,36975,KS5568d2e89d0c1,ovoxo,"12000 Paxton St, Los Angeles, CA 91342",-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs  - 00/00/00",,8,2,av,"arturo valero",NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,-1,,
,4673,-1,1201,4800,N,,,1,KS55678a659b9f8,WC1154,,0,,,,,N,,05/28/15,00/00/00,"Personal Injury",,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-05-28 14:36:37",1,8,av,"Angel Valero",2,N,,7072,KS55678a754f60e,Mr,Angel,,"Angel ",,11/23/89,1989-11-23,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,36976,KS5568d5f609ca1,ovoxo,"12000 Paxton St, Los Angeles, CA 91342",-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs  - 00/00/00",,8,2,av,"arturo valero",NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,-1,,
